nome_municipio,nome_delegacia,ano_ocorrencia,mes_ocorrencia,data_ocorrencia_bo,hora_ocorrencia_bo,periodo_ocorrencia,dia_semana,local_ocorrencia,bairro,logradouro,latitude,longitude,artigo_ocorrencia,tipo_ocorrencia
Sorocaba,Ddm Sorocaba,2024,6,2024-06-09,19:00:38,Não Informado,Domingo,Casa,Jardim Magnolias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-23,23:00:52,Não Informado,Domingo,Casa,Vila Jardim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-09,15:00:00,Não Informado,Domingo,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-11,19:00:00,Não Informado,Terça-Feira,Casa,Vila Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-17,12:00:12,Não Informado,Segunda-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-05,13:30:20,Não Informado,Quarta-Feira,Lojas,Centro,Avenida Doutor Afonso Vergueiro,-23.4954504,-47.4613219,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-04,21:00:00,Não Informado,Terça-Feira,Casa,Jardim Lena,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-17,07:40:00,Não Informado,Segunda-Feira,Ensino Fundamental,Jardim Josane,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-21,08:46:00,Não Informado,Sexta-Feira,Casa,Jardim Topázio,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,19:30:03,Não Informado,Terça-Feira,Casa,Portal Do Eden I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-04,,Em Hora Incerta,Terça-Feira,Casa,Genebra,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Sorocaba,Ddm Sorocaba,2024,5,2024-05-25,16:00:00,Não Informado,Sábado,Clube/Centro Esportivo,Vila Tortelli,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Sorocaba,Ddm Sorocaba,2024,4,2024-04-17,,Em Hora Incerta,Quarta-Feira,Casa,Vila Douglas Lara,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Sorocaba,Ddm Sorocaba,2024,5,2024-05-30,18:00:00,Não Informado,Quinta-Feira,Curso Preparatório/Outros,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,6,2024-06-03,13:00:00,Não Informado,Segunda-Feira,Casa,Vila Angelica,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-01,,A Noite,Sábado,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-01,,A Tarde,Sábado,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-14,,Em Hora Incerta,Sexta-Feira,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-13,05:50:00,Não Informado,Quinta-Feira,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-21,19:00:00,Não Informado,Sexta-Feira,Casa,Jardim Botucatu,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-27,13:00:50,Não Informado,Quinta-Feira,Casa,Jardim Maria Eugenia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-28,05:40:36,Não Informado,Sexta-Feira,Bar/Botequim,Vila Helena,Rua Artur Gonçalves,-23.473762789,-47.496321742,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-05,10:30:00,Não Informado,Quarta-Feira,Casa,Parque Esmeralda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Sorocaba,Ddm Sorocaba,2024,6,2024-06-07,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Simus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,10,2021-10-20,,Em Hora Incerta,Quarta-Feira,Casa,Jardim Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,6,2024-06-11,13:40:00,Não Informado,Terça-Feira,Outros,Wanel Ville,Avenida Paulo Emanuel De Almeida,-23.4893282,-47.5014868,Homicídio (Art. 121),Homicídio Doloso
Sorocaba,Ddm Sorocaba,2024,6,2024-06-08,02:00:34,Não Informado,Sábado,Casa,Ipanema Do Meio,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-16,23:00:00,Não Informado,Domingo,Casa,Jardim Itangua Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-17,03:00:19,Não Informado,Segunda-Feira,Acostamento,Parque Santa Isabel,Rodovia João Leme Dos Santos,-23.5701178,-47.5022796,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-19,08:20:22,Não Informado,Quarta-Feira,Casa,Jardim Wanel Ville Iv,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-06,20:30:00,Não Informado,Quinta-Feira,Casa,Júlio De Mesquita Filho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,14:39:00,Não Informado,Terça-Feira,Área Comum,Parque Esmeralda,Rua Romão Ramos Dos Santos,-23.4943035,-47.4939151,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,18:30:00,Não Informado,Terça-Feira,Casa,Parque Esmeralda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-11,13:40:00,Não Informado,Terça-Feira,Outros,Wanel Ville,Avenida Paulo Emanuel De Almeida,-23.4893282,-47.5014868,Roubo (Art. 157),Roubo De Veículo
Sorocaba,Ddm Sorocaba,2024,6,2024-06-20,12:37:00,Não Informado,Quinta-Feira,Casa,Vila Hortência,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-28,07:30:00,Não Informado,Sexta-Feira,Casa,Vila Ana Moreno,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,9,2023-09-17,,Em Hora Incerta,Domingo,Casa,Jardim Santo Andre,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Sorocaba,Ddm Sorocaba,2024,5,2024-05-07,15:30:00,Não Informado,Terça-Feira,Casa,Jardim J S Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,5,2024-05-11,,Em Hora Incerta,Sábado,Casa,Jardim J S Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,6,2024-06-21,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Eucaliptos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,6,2024-06-24,07:00:00,Não Informado,Segunda-Feira,Casa,Jardim Maria Antonia Prado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-25,02:00:11,Não Informado,Terça-Feira,Casa,Jardim Sorocaba Park,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-26,10:00:20,Não Informado,Quarta-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,6,2024-06-10,20:25:35,Não Informado,Segunda-Feira,Via Pública,Protestantes,Rua Fernando Arcuri Júnior,-23.5498246,-47.4779969,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,6,2024-06-16,18:00:08,Não Informado,Domingo,Casa,Santos Dumont,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,5,2024-05-16,23:30:00,Não Informado,Quinta-Feira,Apartamento,Jardim Antonio Cassillo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Votorantim,Ddm Votorantim,2024,5,2024-05-16,23:30:00,Não Informado,Quinta-Feira,Apartamento,Jardim Antonio Cassillo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,5,2024-05-31,01:45:44,Não Informado,Sexta-Feira,Casa,Vila Dominguinho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,6,2024-06-11,13:40:00,Não Informado,Terça-Feira,Ensino Fundamental,Vila Nova,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,6,2024-06-14,18:50:00,Não Informado,Sexta-Feira,Casa,Nova Votorantim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,5,2024-05-31,14:00:38,Não Informado,Sexta-Feira,Casa,Jardim Mirante Dos Ovnis,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Votorantim,Ddm Votorantim,2024,6,2024-06-03,16:09:00,Não Informado,Segunda-Feira,Casa,Jardim Archilla,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Votorantim,Ddm Votorantim,2024,6,2024-06-09,22:10:39,Não Informado,Domingo,Praça,Centro,Avenida 31 De Março,-23.5302273,-47.4495625,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,6,2024-06-24,00:30:39,Não Informado,Segunda-Feira,Área Comum,Centro,Avenida 31 De Março,-23.5302273,-47.4495625,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-01,09:51:00,Não Informado,Segunda-Feira,Mercado,Jardim Maria Do Carmo,Avenida Dom Aguirre,-23.4694704,-47.4529311,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-30,02:00:00,Não Informado,Domingo,Casa,Vila Guimaraes,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-23,18:00:00,Não Informado,Terça-Feira,Salão De Festas/Buffet,Além Ponte,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-17,,A Noite,Quarta-Feira,Casa,Jardim Sao Carlos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-19,19:30:33,Não Informado,Sexta-Feira,Casa,Vila Augusto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-05,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-17,07:00:00,Não Informado,Quarta-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-29,07:30:00,Não Informado,Segunda-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-14,19:40:00,Não Informado,Domingo,Casa,Jardim Nilton Torres,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-15,,A Noite,Segunda-Feira,Casa,Jardim Alegria,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-29,12:09:00,Não Informado,Segunda-Feira,Casa,Bairro Jacutinga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-14,08:00:00,Não Informado,Domingo,Casa,Brigadeiro Tobias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-21,01:30:54,Não Informado,Domingo,Casa,Brigadeiro Tobias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-15,,A Tarde,Sábado,Casa,Jardim Santa Marta,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,6,2024-06-28,,Em Hora Incerta,Sexta-Feira,Casa,Ipanema Ville,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-02,,A Noite,Terça-Feira,Casa,Jardim Edgar Marques,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Sorocaba,Ddm Sorocaba,2024,7,2024-07-03,15:20:00,Não Informado,Quarta-Feira,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-10,04:00:00,Não Informado,Quarta-Feira,Casa,Vila Helena,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-14,19:00:00,Não Informado,Sexta-Feira,Casa,Lopes De Oliveira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-15,22:00:00,Não Informado,Segunda-Feira,Casa,Jardim Novo Horizonte,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-07,20:00:00,Não Informado,Domingo,Casa,Vila Leopoldina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-21,20:00:00,Não Informado,Domingo,Casa,Vila Nova Sorocaba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-16,16:00:27,Não Informado,Terça-Feira,Apartamento,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,6,2024-06-28,21:00:45,Não Informado,Sexta-Feira,Casa,Central Parque Sorocaba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Sorocaba,Ddm Sorocaba,2024,1,2015-01-01,,Em Hora Incerta,Quinta-Feira,Casa,Parque Esmeralda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-22,07:00:00,Não Informado,Segunda-Feira,Chácara,Jacutinga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Sorocaba,Ddm Sorocaba,2024,7,2024-07-04,07:00:00,Não Informado,Quinta-Feira,Feira Livre,Parque Santa Isabel,Rua Providência García Martins,-23.5373123279999,-47.493103931,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-06,19:00:00,Não Informado,Sábado,Casa,Júlio De Mesquita Filho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-06,15:00:00,Não Informado,Sábado,Casa,Jardim Itangua,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-19,01:00:00,Não Informado,Sexta-Feira,Casa,Jardim Vera Cruz,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-04,,Em Hora Incerta,Quinta-Feira,Casa,Vila Barcelona,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-19,14:20:00,Não Informado,Sexta-Feira,Casa,Jardim Residencial Imperatriz,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-28,,De Madrugada,Domingo,Chácara,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-02,11:50:00,Não Informado,Terça-Feira,Casa,Jardim Santa Marina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-10,07:00:00,Não Informado,Quarta-Feira,Casa,Jardim Bonsucesso,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-15,11:00:00,Não Informado,Segunda-Feira,Casa,Santa Luiza,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,7,2024-07-19,17:00:50,Não Informado,Sexta-Feira,Casa,Jardim Maria Antonia Prado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Votorantim,2024,6,2024-06-08,,A Noite,Sábado,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,7,2024-07-01,20:00:00,Não Informado,Segunda-Feira,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,7,2024-07-05,07:00:00,Não Informado,Sexta-Feira,Casa,Jardim Clarice I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,7,2024-07-17,13:00:43,Não Informado,Quarta-Feira,Casa,Jardim Europa,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,7,2024-07-21,17:10:00,Não Informado,Domingo,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,1,2022-01-01,11:56:04,Não Informado,Sábado,Casa,Vila Dilze,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Votorantim,Ddm Votorantim,2024,7,2024-07-15,10:00:00,Não Informado,Segunda-Feira,Garagem Ou Abrigo De Residência,Colina Santa Monica,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Votorantim,Ddm Sorocaba,2024,7,2018-07-01,,A Tarde,Domingo,Casa,Parque Bela Vista,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Votorantim,Ddm Votorantim,2024,7,2024-07-29,16:17:16,Não Informado,Segunda-Feira,Casa,Vila Domingues,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Votorantim,Ddm Votorantim,2024,7,2024-07-10,06:53:00,Não Informado,Quarta-Feira,Casa,Vossoroca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Votorantim,Ddm Votorantim,2024,6,2024-06-30,19:00:00,Não Informado,Domingo,Casa,Centro,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,7,2024-07-11,06:30:25,Não Informado,Quinta-Feira,Casa,Monte Alegre,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Votorantim,Ddm Votorantim,2024,7,2024-07-04,23:30:00,Não Informado,Quinta-Feira,Casa,Jardim Archilla,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,8,2024-08-09,09:00:00,Não Informado,Sexta-Feira,Casa,Vila Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Votorantim,2024,8,2024-08-19,09:54:00,Não Informado,Segunda-Feira,Via Pública,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro - Art. 213,Estupro
Sorocaba,Ddm Sorocaba,2024,8,2024-08-11,19:20:00,Não Informado,Domingo,Casa,Vila Alice,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,8,2024-08-22,,Em Hora Incerta,Quinta-Feira,Casa,Vila Hortência,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,8,2024-08-29,12:00:00,Não Informado,Quinta-Feira,Rodoviário,Vila Sao Joao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,3,2024-03-01,,Em Hora Incerta,Sexta-Feira,Casa,Vila Aeroporto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,8,2022-08-27,,Em Hora Incerta,Sábado,Casa,Vila Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Sorocaba,Ddm Sorocaba,2024,8,2024-08-07,16:00:13,Não Informado,Quarta-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,8,2024-08-20,02:30:45,Não Informado,Terça-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Sorocaba,Ddm Sorocaba,2024,8,2024-08-13,21:00:00,Não Informado,Terça-Feira,Casa,Vila Municipal,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
