codigo_bo,nome_municipio,nome_delegacia,ano_ocorrencia,mes_ocorrencia,data_ocorrencia_bo,hora_ocorrencia_bo,periodo_ocorrencia,dia_semana,local_ocorrencia,bairro,logradouro,latitude,longitude,artigo_ocorrencia,tipo_ocorrencia
Hl8024,Sorocaba,Ddm Votorantim,2023,1,2023-01-22,18:00:00,Não Informado,Domingo,Casa,Jardim Dos Reis,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ij1431,Sorocaba,Ddm Sorocaba,2023,6,2023-06-19,,A Noite,Segunda-Feira,Casa,Aparecidinha,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hp0446,Sorocaba,Ddm Sorocaba,2023,6,2023-06-08,,A Noite,Quinta-Feira,Chácara,Genebra,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ic8028,Sorocaba,Ddm Sorocaba,2023,6,2023-06-14,19:40:00,Não Informado,Quarta-Feira,Casa,Altos Do Ipanema,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Ia5775,Sorocaba,Ddm Sorocaba,2023,1,2021-01-01,,Em Hora Incerta,Sexta-Feira,Igreja,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hw7083,Sorocaba,Ddm Sorocaba,2023,6,2023-06-12,14:00:00,Não Informado,Segunda-Feira,Casa,Vila Douglas Lara,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Hk9057,Sorocaba,Ddm Sorocaba,2023,6,2023-06-05,,De Madrugada,Segunda-Feira,Apartamento,Carandá,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ht5286,Sorocaba,Ddm Sorocaba,2023,6,2023-06-13,07:30:00,Não Informado,Terça-Feira,Casa,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ht8943,Sorocaba,Ddm Sorocaba,2023,6,2023-06-12,01:30:00,Não Informado,Segunda-Feira,Casa,Jardim Betania,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hv9533,Sorocaba,Ddm Sorocaba,2023,6,2023-06-10,19:00:00,Não Informado,Sábado,Via Pública,Altos Do Ipanema,Rua Helena Angelina Dacol Manassés,-23.4144636,-47.5169431,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ib1083,Sorocaba,Ddm Sorocaba,2023,11,2021-11-23,20:00:00,Não Informado,Terça-Feira,Casa,Jardim California,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ht4005,Sorocaba,Ddm Sorocaba,2023,5,2023-05-07,04:00:00,Não Informado,Domingo,Casa,Jardim Simus Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hk3508,Sorocaba,Ddm Sorocaba,2023,6,2023-06-04,,A Noite,Domingo,Casa,Cdhu Benedito,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ho9700,Sorocaba,Ddm Sorocaba,2023,6,2023-06-08,21:14:00,Não Informado,Quinta-Feira,Casa,Vila Excelsior,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hw0089,Sorocaba,Ddm Sorocaba,2023,6,2023-06-12,00:00:00,Não Informado,Segunda-Feira,Via Pública,Júlio De Mesquita Filho,Rua Nara Leão,-23.5069519,-47.5151177,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ia1129,Sorocaba,Ddm Sorocaba,2023,6,2023-06-18,10:00:00,Não Informado,Domingo,Casa,Parque Esmeralda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ip3624,Sorocaba,Ddm Sorocaba,2023,6,2023-06-30,10:21:00,Não Informado,Sexta-Feira,Casa,Parque Manchester,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ig4883,Sorocaba,Ddm Sorocaba,2023,1,2016-01-21,,Em Hora Incerta,Quinta-Feira,Casa,Parque Das Pineiras,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ii9929,Sorocaba,Ddm Sorocaba,2023,6,2023-06-25,,A Tarde,Domingo,Casa,Jardim Casabranca I E Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hl0134,Sorocaba,Ddm Sorocaba,2023,6,2023-06-05,,De Madrugada,Segunda-Feira,Casa,Jardim Santo Andre,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hs3340,Sorocaba,Ddm Sorocaba,2023,6,2023-06-08,,A Noite,Quinta-Feira,Casa,Jardim Santa Luiza,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Il0874,Sorocaba,Ddm Sorocaba,2023,6,2023-06-25,,A Noite,Domingo,Casa,Parque Laranjeiras,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Il1628,Sorocaba,Ddm Votorantim,2023,6,2023-06-24,15:00:00,Não Informado,Sábado,Casa,Jardim Novo Mundo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Hs4344,Votorantim,Ddm Votorantim,2023,6,2023-06-12,11:55:44,Não Informado,Segunda-Feira,Casas,Vossoroca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hs5500,Votorantim,Ddm Votorantim,2023,6,2023-06-07,21:30:05,Não Informado,Quarta-Feira,Casa,Vila Guilherme,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ih1444,Votorantim,Ddm Votorantim,2023,6,2023-06-16,03:25:00,Não Informado,Sexta-Feira,Via Pública,Não Informado,Rua Aldovir Gori,-23.5643323,-47.4523681,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Io0703,Votorantim,Ddm Votorantim,2023,6,2023-06-29,08:00:10,Não Informado,Quinta-Feira,Via Pública,Vila Santo Antonio,Rua Levante Santucci,-23.5648304,-47.4512547,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ih2086,Votorantim,Ddm Votorantim,2023,6,2023-06-18,19:30:00,Não Informado,Domingo,Casa,Nova Votorantim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ia9098,Votorantim,Ddm Votorantim,2023,6,2023-06-11,05:00:38,Não Informado,Domingo,Casa,Promorar,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ih2086,Votorantim,Ddm Votorantim,2023,6,2023-06-18,19:30:00,Não Informado,Domingo,Casa,Nova Votorantim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Hv1450,Votorantim,Ddm Votorantim,2023,6,2023-06-13,00:05:00,Não Informado,Terça-Feira,Casa,Jardim Mirante Dos Ovnis,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ig8358,Votorantim,Ddm Votorantim,2023,6,2023-06-17,21:00:36,Não Informado,Sábado,Casa,Parque Bela Vista,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
If8231,Votorantim,Ddm Sorocaba,2023,1,2010-01-04,,A Noite,Segunda-Feira,Casa,Rio Acima,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Hi8648,Votorantim,Ddm Sorocaba,2023,6,2023-06-02,,A Noite,Sexta-Feira,Praça,Centro,Avenida 31 De Março,-23.5302273,-47.4495625,Furto (Art. 155),Furto - Outros
Jc2755,Sorocaba,Ddm Sorocaba,2023,7,2023-07-10,10:15:00,Não Informado,Segunda-Feira,Casa,Vila Fiori,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jc2917,Sorocaba,Ddm Sorocaba,2023,7,2023-07-09,,A Noite,Domingo,De Frente A Residência Da Vítima,Vila Melges,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jt1751,Sorocaba,Ddm Sorocaba,2023,7,2023-07-25,15:45:00,Não Informado,Terça-Feira,Casa,Vila Gabriel,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jv2017,Sorocaba,Ddm Sorocaba,2023,7,2023-07-26,,A Noite,Quarta-Feira,Apartamento,Jardim Iguatemi,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ja2998,Sorocaba,Ddm Sorocaba,2023,7,2023-07-09,20:00:00,Não Informado,Domingo,Casa,Jardim Magnolias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iz9231,Sorocaba,Ddm Sorocaba,2023,7,2023-07-08,02:30:00,Não Informado,Sábado,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jb9601,Sorocaba,Ddm Sorocaba,2023,7,2023-07-10,18:07:00,Não Informado,Segunda-Feira,Casa,Vila Aeroporto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iu7076,Sorocaba,Ddm Sorocaba,2023,7,2023-07-04,,Em Hora Incerta,Terça-Feira,Hospital,Jardim Santa Clara,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ix9834,Sorocaba,Ddm Sorocaba,2023,7,2023-07-07,11:54:00,Não Informado,Sexta-Feira,Casas,Jardim Jatoba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iy1992,Sorocaba,Ddm Sorocaba,2023,7,2023-07-04,19:40:41,Não Informado,Terça-Feira,Casas,Cajuru Do Sul,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Js2901,Sorocaba,Ddm Sorocaba,2023,7,2023-07-25,08:27:00,Não Informado,Terça-Feira,Casa,Retiro Sao Joao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Je9137,Sorocaba,Ddm Sorocaba,2023,3,2023-03-17,,Em Hora Incerta,Sexta-Feira,Casa,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Jn4268,Sorocaba,Ddm Sorocaba,2023,3,2023-03-01,17:17:13,Não Informado,Quarta-Feira,Casa,Altos Do Ipanema,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Js6463,Sorocaba,Ddm Sorocaba,2023,7,2023-07-17,,Em Hora Incerta,Segunda-Feira,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Is3306,Sorocaba,Ddm Sorocaba,2023,6,2023-06-18,,A Noite,Domingo,Casa,Jardim Sao Guilherme,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jf2877,Sorocaba,Ddm Sorocaba,2023,7,2023-07-13,01:00:00,Não Informado,Quinta-Feira,Casa,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ji5494,Sorocaba,Ddm Sorocaba,2023,7,2023-07-17,,Pela Manhã,Segunda-Feira,Casa,Parque São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jj2051,Sorocaba,Ddm Sorocaba,2023,7,2023-07-13,,A Tarde,Quinta-Feira,Apartamento,Jd. Carandá,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jt9419,Sorocaba,Ddm Votorantim,2023,7,2023-07-23,18:30:00,Não Informado,Domingo,Casa,Lopes De Oliveira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jw7611,Sorocaba,Ddm Sorocaba,2023,7,2023-07-28,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Santa Helena,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ja4323,Sorocaba,Ddm Sorocaba,2023,7,2023-07-02,19:40:00,Não Informado,Domingo,Apartamento,Central Parque,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Jz0534,Sorocaba,Ddm Sorocaba,2023,7,2023-07-30,21:00:00,Não Informado,Domingo,Casa,Jardim Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Jq3701,Sorocaba,Ddm Sorocaba,2023,7,2023-07-23,12:30:00,Não Informado,Domingo,Casa,Jardim Sao Marcos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jr2744,Sorocaba,Ddm Sorocaba,2023,7,2023-07-23,14:00:00,Não Informado,Domingo,Apartamento,Jardim Abatia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ka0878,Sorocaba,Ddm Sorocaba,2023,7,2023-07-30,,A Tarde,Domingo,Casa,Piazza Di Roma,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jx1026,Sorocaba,Ddm Sorocaba,2023,7,2023-07-25,,A Tarde,Terça-Feira,Casa,Vila Barcelona,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Jj0791,Sorocaba,Ddm Sorocaba,2023,7,2023-07-17,,Pela Manhã,Segunda-Feira,Casa,Vila Barcelona,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jm2526,Sorocaba,Ddm Sorocaba,2023,7,2023-07-18,17:00:00,Não Informado,Terça-Feira,Casa,Vila Amelia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ju2129,Sorocaba,Ddm Sorocaba,2023,7,2023-07-21,,Em Hora Incerta,Sexta-Feira,Casa,Jardim San Rafael,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Jd0415,Sorocaba,Ddm Sorocaba,2023,7,2023-07-11,18:04:41,Não Informado,Terça-Feira,Casas,Parque Das Laranjeiras,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
It4385,Sorocaba,Ddm Sorocaba,2023,7,2023-07-04,09:45:00,Não Informado,Terça-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iu1981,Sorocaba,Ddm Sorocaba,2023,7,2023-07-04,13:00:00,Não Informado,Terça-Feira,Casa,Jardim Casabranca I E Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jc1168,Sorocaba,Ddm Sorocaba,2023,7,2023-07-10,04:30:00,Não Informado,Segunda-Feira,Casa,Jardim Santa Luiza,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jd0415,Sorocaba,Ddm Sorocaba,2023,7,2023-07-11,18:04:41,Não Informado,Terça-Feira,Casas,Parque Das Laranjeiras,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jj3340,Sorocaba,Ddm Sorocaba,2023,7,2023-07-17,,Pela Manhã,Segunda-Feira,Casa,Jardim Alpes De Sorocaba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jk4831,Sorocaba,Ddm Sorocaba,2023,7,2023-07-18,11:00:00,Não Informado,Terça-Feira,Casa,Jardim Santa Marina Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jw6477,Sorocaba,Ddm Sorocaba,2023,7,2023-07-28,04:00:00,Não Informado,Sexta-Feira,Casa,Jardim Santa Lúcia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jv4747,Votorantim,Ddm Votorantim,2023,7,2023-07-27,09:17:00,Não Informado,Quinta-Feira,Casa,Vila Gali,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
It2919,Sorocaba,Ddm Sorocaba,2023,7,2023-07-03,18:30:00,Não Informado,Segunda-Feira,Café/Lanchonete,Jardim Novo Mundo,Rua Padre Luiz Scrosoppi,-23.5411543,-47.505243,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ji2258,Votorantim,Ddm Votorantim,2023,7,2023-07-16,17:30:00,Não Informado,Domingo,Casa,Parque Jataí,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Iv3630,Votorantim,Ddm Votorantim,2023,12,2022-12-01,,Em Hora Incerta,Quinta-Feira,Casa,Pró-Morar,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Jq4475,Votorantim,Ddm Votorantim,2023,7,2023-07-21,02:10:56,Não Informado,Sexta-Feira,Casa,Jardim Sao Mateus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ju0042,Votorantim,Ddm Votorantim,2023,7,2023-07-26,11:30:00,Não Informado,Quarta-Feira,Casa,Fornazari,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Jn2283,Votorantim,Ddm Votorantim,2023,7,2023-07-19,,Em Hora Incerta,Quarta-Feira,Casa,Vossoroca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Lj1903,Sorocaba,Ddm Sorocaba,2023,5,2023-05-10,,Em Hora Incerta,Quarta-Feira,Casa,Vila Alvaro Soares,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ko1444,Sorocaba,Ddm Sorocaba,2023,8,2023-08-11,,Pela Manhã,Sexta-Feira,Casa,Jardim Saint Monic,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kr5097,Sorocaba,Ddm Sorocaba,2023,8,2023-08-12,22:30:00,Não Informado,Sábado,Casa,Jardim Santa Rita,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Le5989,Sorocaba,Ddm Sorocaba,2023,8,2023-08-23,16:14:54,Não Informado,Quarta-Feira,Apartamento,Jardim Santa Rosália,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kw4432,Sorocaba,Ddm Sorocaba,2023,2,2023-02-01,,Em Hora Incerta,Quarta-Feira,Interior De Veículo Particular,Jardim Sao Carlos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Kt9121,Sorocaba,Ddm Sorocaba,2023,8,2023-08-15,19:00:00,Não Informado,Terça-Feira,Casa,Vila Jardini,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kj4693,Sorocaba,Ddm Sorocaba,2023,8,2023-08-07,,De Madrugada,Segunda-Feira,Mata/Floresta,Vila Zulmira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Kk2696,Sorocaba,Ddm Sorocaba,2023,8,2023-08-07,,A Tarde,Segunda-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Le7714,Sorocaba,Ddm Sorocaba,2023,2,2022-02-15,,Em Hora Incerta,Terça-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Lk3304,Sorocaba,Ddm Sorocaba,2023,8,2023-08-29,11:15:00,Não Informado,Terça-Feira,Ensino Fundamental,Vila Santa Rita,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Kc4618,Sorocaba,Ddm Sorocaba,2023,8,2023-08-01,20:30:00,Não Informado,Terça-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kl7521,Sorocaba,Ddm Sorocaba,2023,8,2023-08-07,19:25:00,Não Informado,Segunda-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kh9206,Sorocaba,Ddm Sorocaba,2023,8,2023-08-06,19:00:00,Não Informado,Domingo,Casa,Jardim Harmonia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ki5550,Sorocaba,Ddm Sorocaba,2023,8,2023-08-04,23:30:00,Não Informado,Sexta-Feira,Via Pública,Vila Novo Eden,Avenida Independência,-23.4211523299999,-47.411887711,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ku5481,Sorocaba,Ddm Sorocaba,2023,7,2023-07-27,,A Tarde,Quinta-Feira,Casa,Jardim Dos Pássaros,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kv9538,Sorocaba,Ddm Sorocaba,2023,8,2023-08-17,16:00:00,Não Informado,Quinta-Feira,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Lf2749,Sorocaba,Ddm Sorocaba,2023,8,2023-08-25,06:24:00,Não Informado,Sexta-Feira,Casa,Aparecidinha,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Lm7492,Sorocaba,Ddm Sorocaba,2023,8,2023-08-21,12:00:00,Não Informado,Segunda-Feira,Casa,Brigadeiro Tobias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Lc6127,Sorocaba,Ddm Sorocaba,2023,8,2023-08-18,,Em Hora Incerta,Sexta-Feira,Casa,Brigadeiro Tobias,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ln5069,Sorocaba,Ddm Sorocaba,2023,8,2023-08-30,18:00:00,Não Informado,Quarta-Feira,Casa,São Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Kc9186,Sorocaba,Ddm Sorocaba,2023,7,2023-07-16,,Em Hora Incerta,Domingo,Casa,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Km7612,Sorocaba,Ddm Sorocaba,2023,8,2023-08-07,,Pela Manhã,Segunda-Feira,Casa,Jardim Botucatu,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Lb9433,Sorocaba,Ddm Sorocaba,2023,8,2023-08-20,,A Tarde,Domingo,Chácara,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Lk1800,Sorocaba,Ddm Sorocaba,2023,2,2021-02-13,,Em Hora Incerta,Sábado,Casa,Jardim Monte Santo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ll2856,Sorocaba,Ddm Sorocaba,2023,1,2022-01-08,,Em Hora Incerta,Sábado,Casa,Jd. Renascer,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Kb7344,Sorocaba,Ddm Sorocaba,2023,7,2023-07-31,,A Noite,Segunda-Feira,Casa,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kr0829,Sorocaba,Ddm Sorocaba,2023,8,2023-08-14,02:00:00,Não Informado,Segunda-Feira,Casa,Jardim Sao Guilherme Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Km2876,Sorocaba,Ddm Sorocaba,2023,8,2023-08-09,,A Noite,Quarta-Feira,Casa,Parque Reserva Fazenda Imperial,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kw5923,Sorocaba,Ddm Sorocaba,2023,8,2023-08-18,08:45:00,Não Informado,Sexta-Feira,Casa,Jd. Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Kz5164,Sorocaba,Ddm Sorocaba,2023,8,2023-08-20,22:00:00,Não Informado,Domingo,Casa,Res. Mont Blanc,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Le5468,Sorocaba,Ddm Sorocaba,2023,8,2023-08-24,00:30:00,Não Informado,Quinta-Feira,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
