codigo_bo,nome_municipio,nome_delegacia,ano_ocorrencia,mes_ocorrencia,data_ocorrencia_bo,hora_ocorrencia_bo,periodo_ocorrencia,dia_semana,local_ocorrencia,bairro,logradouro,latitude,longitude,artigo_ocorrencia,tipo_ocorrencia
Aw9653,Sorocaba,Ddm Sorocaba,2024,1,2024-01-18,22:11:00,Não Informado,Quinta-Feira,Casa,Vila Fiori,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ba4296,Sorocaba,Ddm Sorocaba,2024,1,2024-01-18,21:00:00,Não Informado,Quinta-Feira,Casa,Vila Fiori,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ae5439,Sorocaba,Ddm Sorocaba,2024,1,2024-01-04,10:45:00,Não Informado,Quinta-Feira,Apartamento,Jardim Paulistano,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ar1619,Sorocaba,Ddm Sorocaba,2024,1,2024-01-15,00:40:00,Não Informado,Segunda-Feira,Casa,Jardim Aristocrata,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bf8808,Sorocaba,Ddm Votorantim,2024,1,2024-01-23,01:06:19,Não Informado,Terça-Feira,Casa,Vila Jardini,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ak4419,Sorocaba,Ddm Sorocaba,2024,1,2024-01-08,23:00:00,Não Informado,Segunda-Feira,Casa,Jardim Zulmira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
An3889,Sorocaba,Ddm Sorocaba,2024,1,2024-01-06,,A Noite,Sábado,Casa,Jardim Zulmira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ao0208,Sorocaba,Ddm Sorocaba,2024,1,2024-01-11,20:00:00,Não Informado,Quinta-Feira,Casa,Jardim Zulmira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ao4678,Sorocaba,Ddm Sorocaba,2024,1,2024-01-12,11:00:00,Não Informado,Sexta-Feira,Hotel,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Av8843,Sorocaba,Ddm Sorocaba,2024,1,2024-01-16,19:00:00,Não Informado,Terça-Feira,Casa,Jardim Nova Esperanca,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bb7901,Sorocaba,Ddm Votorantim,2024,1,2024-01-23,06:30:35,Não Informado,Terça-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bl9964,Sorocaba,Ddm Sorocaba,2024,1,2024-01-31,12:32:00,Não Informado,Quarta-Feira,Casa,Jardim Ana Maria,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ab6763,Sorocaba,Ddm Sorocaba,2024,1,2024-01-02,11:00:00,Não Informado,Terça-Feira,Casa,Jardim Itália,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Ao3185,Sorocaba,Ddm Sorocaba,2024,1,2024-01-07,,A Noite,Domingo,Casa,Vila Calhambeque,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Ao3910,Sorocaba,Ddm Sorocaba,2024,1,2024-01-05,,Em Hora Incerta,Sexta-Feira,Casa,Vila Calhambeque,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Ab6763,Sorocaba,Ddm Sorocaba,2024,1,2024-01-02,11:00:00,Não Informado,Terça-Feira,Casa,Jardim Itália,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Al3429,Sorocaba,Ddm Sorocaba,2024,1,2024-01-10,07:00:00,Não Informado,Quarta-Feira,Casa,Cajuru Do Sul,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bc2092,Sorocaba,Ddm Sorocaba,2024,1,2024-01-23,08:00:00,Não Informado,Terça-Feira,Apartamento,Portal Do Eden I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ac3453,Sorocaba,Ddm Sorocaba,2024,12,2023-12-26,07:00:00,Não Informado,Terça-Feira,Casa,Vila Angelica,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Af4000,Sorocaba,Ddm Sorocaba,2024,1,2024-01-03,18:30:00,Não Informado,Quarta-Feira,Casa,Jardim Sueli,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Af5515,Sorocaba,Ddm Sorocaba,2024,1,2024-01-05,00:00:00,Não Informado,Sexta-Feira,Casa,Habiteto,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Al7158,Sorocaba,Ddm Sorocaba,2024,1,2024-01-10,00:10:00,Não Informado,Quarta-Feira,Casa,Jardim Sol Nascente,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ao7907,Sorocaba,Ddm Sorocaba,2024,1,2024-01-12,15:58:00,Não Informado,Sexta-Feira,Casa,Jardim Santa Cecilia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Aw1765,Sorocaba,Ddm Sorocaba,2024,1,2024-01-19,06:00:00,Não Informado,Sexta-Feira,Apartamento,Vila Helena,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Be6583,Sorocaba,Ddm Sorocaba,2024,1,2024-01-25,11:30:00,Não Informado,Quinta-Feira,Apartamento,Jardim Carandá,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Be8302,Sorocaba,Ddm Sorocaba,2024,1,2024-01-24,04:00:00,Não Informado,Quarta-Feira,Casa,Recreio Dos Sorocabanos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bk4923,Sorocaba,Ddm Sorocaba,2024,1,2024-01-28,22:00:00,Não Informado,Domingo,Casa,Parque Sao Bento,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Am9531,Sorocaba,Ddm Sorocaba,2024,12,2023-12-25,23:40:00,Não Informado,Segunda-Feira,Via Pública,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Ab4276,Sorocaba,Ddm Sorocaba,2024,1,2024-01-02,15:00:00,Não Informado,Terça-Feira,Casa,Wanel Ville,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Af5273,Sorocaba,Ddm Sorocaba,2024,1,2024-01-05,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Simus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ai1700,Sorocaba,Ddm Sorocaba,2024,9,2023-09-01,,Em Hora Incerta,Sexta-Feira,Casa,Jardim Sao Paulo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Am9431,Sorocaba,Ddm Sorocaba,2024,1,2024-01-01,23:16:55,Não Informado,Segunda-Feira,Casa,Jardim Vera Cruz,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ao6685,Sorocaba,Ddm Sorocaba,2024,1,2024-01-12,13:00:00,Não Informado,Sexta-Feira,Casa,Cidade Jardim,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
At2506,Sorocaba,Ddm Sorocaba,2024,12,2023-12-09,,Em Hora Incerta,Sábado,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Af0799,Sorocaba,Ddm Sorocaba,2024,1,2024-01-04,23:00:00,Não Informado,Quinta-Feira,Casa,Ipiranga,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ar4040,Sorocaba,Ddm Sorocaba,2024,1,2024-01-15,09:00:00,Não Informado,Segunda-Feira,Casa,Jardim Simus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Be2218,Sorocaba,Ddm Sorocaba,2024,1,2024-01-24,15:30:00,Não Informado,Quarta-Feira,Casa,Ana Maria,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Be4583,Sorocaba,Ddm Sorocaba,2024,1,2024-01-24,01:00:00,Não Informado,Quarta-Feira,Casa,Jardim Santa Barbara,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bf6404,Sorocaba,Ddm Sorocaba,2024,1,2024-01-25,20:55:00,Não Informado,Quinta-Feira,Via Pública,Jardim Wanel Ville Iii,Rua Antônio Bravo Placa,-23.4878615019999,-47.499727255,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bc0384,Sorocaba,Ddm Sorocaba,2024,1,2024-01-21,11:00:00,Não Informado,Domingo,Via Pública,Jardim Parada Do Alto,Rua Montevidéu,-23.5213856679999,-47.446558947,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ah6864,Sorocaba,Ddm Sorocaba,2024,1,2024-01-04,22:00:00,Não Informado,Quinta-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Bi8605,Sorocaba,Ddm Sorocaba,2024,1,2024-01-27,23:36:03,Não Informado,Sábado,Casas,Jardim Maria Cristina,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Aa8019,Sorocaba,Ddm Sorocaba,2024,1,2024-01-01,12:00:00,Não Informado,Segunda-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Af8177,Sorocaba,Ddm Sorocaba,2024,1,2024-01-04,20:40:00,Não Informado,Quinta-Feira,Casa,Jardim Sao Guilherme,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Aj8642,Sorocaba,Ddm Sorocaba,2024,1,2024-01-08,09:00:00,Não Informado,Segunda-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Al5001,Sorocaba,Ddm Sorocaba,2024,1,2024-01-10,10:41:00,Não Informado,Quarta-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ao7389,Sorocaba,Ddm Sorocaba,2024,1,2024-01-10,22:00:00,Não Informado,Quarta-Feira,Casa,Jardim Santo Andre,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Aq6878,Sorocaba,Ddm Sorocaba,2024,1,2024-01-15,07:50:00,Não Informado,Segunda-Feira,Casa,Vila Formosa,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ah6864,Sorocaba,Ddm Sorocaba,2024,1,2024-01-04,22:00:00,Não Informado,Quinta-Feira,Casa,Parque Vitoria Regia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Roubo (Art. 157),Roubo - Outros
Aj8372,Sorocaba,Ddm Votorantim,2024,1,2024-01-08,18:30:00,Não Informado,Segunda-Feira,Casa,Jardim Novo Mundo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
An9628,Votorantim,Ddm Votorantim,2024,1,2024-01-10,11:00:00,Não Informado,Quarta-Feira,Casa,Jardim Novo Mundo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
As7701,Votorantim,Ddm Votorantim,2024,1,2024-01-06,22:00:00,Não Informado,Sábado,Casa,Serrano I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ba0183,Votorantim,Ddm Votorantim,2024,1,2024-01-20,13:00:00,Não Informado,Sábado,Casa,Vila Rodrigues,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ba1673,Votorantim,Ddm Votorantim,2024,1,2024-01-21,00:31:00,Não Informado,Domingo,Via Pública,Vila Amorim,Rua Amélia Ribeiro Amorim,-23.5542024,-47.4443225,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Be2710,Votorantim,Ddm Votorantim,2024,1,2024-01-24,12:15:00,Não Informado,Quarta-Feira,Casa,Parque Sao Joao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bf9742,Votorantim,Ddm Votorantim,2024,1,2024-01-26,13:00:00,Não Informado,Sexta-Feira,Casa,Jardim Sao Lucas,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ae2288,Votorantim,Ddm Votorantim,2024,1,2024-01-03,17:00:00,Não Informado,Quarta-Feira,Casa,Jardim Antônio Cassillo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Bb3092,Votorantim,Ddm Votorantim,2024,1,2024-01-22,10:00:00,Não Informado,Segunda-Feira,Casa,Jardim Araujo,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Bf5975,Votorantim,Ddm Votorantim,2024,1,2024-01-21,02:00:00,Não Informado,Domingo,Casa,Bairro Rio Acima,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Ai6255,Votorantim,Ddm Votorantim,2024,12,2023-12-24,23:00:00,Não Informado,Domingo,Casa,Pró-Morar,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Al1096,Votorantim,Ddm Votorantim,2024,1,2024-01-04,17:00:00,Não Informado,Quinta-Feira,Casa,Barra Funda,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bf3681,Votorantim,Ddm Votorantim,2024,1,2024-01-25,16:30:00,Não Informado,Quinta-Feira,Casa,Jardim Daniel Antonio,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bf5975,Votorantim,Ddm Votorantim,2024,1,2024-01-21,02:00:00,Não Informado,Domingo,Casa,Bairro Rio Acima,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ao5646,Votorantim,Ddm Votorantim,2024,12,2023-12-10,20:00:14,Não Informado,Domingo,Casa,Vila Domingues,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Art. 213 - Estupro,Estupro
Ai6993,Votorantim,Ddm Votorantim,2024,12,2023-12-01,,A Tarde,Sexta-Feira,Casa,Parque Bela Vista,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Am5148,Votorantim,Ddm Votorantim,2024,1,2024-01-11,04:00:00,Não Informado,Quinta-Feira,Apartamentos,Vila Domingues,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
As9150,Votorantim,Ddm Votorantim,2024,1,2024-01-15,01:30:30,Não Informado,Segunda-Feira,Via Pública,Monte Alegre,Avenida Moacir Oséias Guiti,-23.536532407,-47.4508514139999,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Be6370,Votorantim,Ddm Votorantim,2024,1,2024-01-25,09:30:00,Não Informado,Quinta-Feira,Albergue,Parque Bela Vista,Rua Nicolau Lopes,-23.5423106339999,-47.4647150869999,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ax0800,Votorantim,Ddm Votorantim,2024,1,2024-01-18,22:15:00,Não Informado,Quinta-Feira,Casa,Vila Vasques,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
By4399,Sorocaba,Ddm Sorocaba,2024,5,2021-05-17,,A Tarde,Segunda-Feira,Casa,Retiro Sao Joao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Cm6184,Sorocaba,Ddm Sorocaba,2024,11,2023-11-29,,Em Hora Incerta,Quarta-Feira,Casa,Jardim Valera,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Bn8794,Sorocaba,Ddm Sorocaba,2024,2,2024-02-01,13:00:00,Não Informado,Quinta-Feira,Via Pública,Vila Hortencia Iv,Rua Hipólito José Da Costa,-23.5019229719999,-47.433781519,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Br3152,Sorocaba,Ddm Sorocaba,2024,2,2024-02-03,19:30:00,Não Informado,Sábado,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bt8815,Sorocaba,Ddm Sorocaba,2024,2,2024-02-04,21:00:00,Não Informado,Domingo,Casa,Jardim Zulmira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Co8848,Sorocaba,Ddm Sorocaba,2024,2,2024-02-22,23:50:00,Não Informado,Quinta-Feira,Casa,Vila Barao,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bp3218,Sorocaba,Ddm Sorocaba,2024,2,2024-02-01,20:00:00,Não Informado,Quinta-Feira,Casa,Cajuru Do Sul,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Cm5857,Sorocaba,Ddm Sorocaba,2024,2,2024-02-19,,Em Hora Incerta,Segunda-Feira,Casa,Jardim Lena,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cn3762,Sorocaba,Ddm Sorocaba,2024,2,2024-02-21,21:00:00,Não Informado,Quarta-Feira,Casa,Jd. Nikey,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cp0454,Sorocaba,Ddm Sorocaba,2024,2,2024-02-22,12:00:00,Não Informado,Quinta-Feira,Casa,Terras De Arieta,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bp4521,Sorocaba,Ddm Sorocaba,2024,1,2024-01-31,02:14:00,Não Informado,Quarta-Feira,Casa,Lopes De Oliveira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
By3761,Sorocaba,Ddm Sorocaba,2024,2,2024-02-07,,Em Hora Incerta,Quarta-Feira,Apartamento,Jardim Carandá,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Cj0013,Sorocaba,Ddm Sorocaba,2024,2,2024-02-05,14:00:00,Não Informado,Segunda-Feira,Apartamento,Jardim Carandá,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Ck0270,Sorocaba,Ddm Sorocaba,2024,2,2024-02-16,,Pela Manhã,Sexta-Feira,Casa,Jardim Sao Guilherme Ii,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Bv5838,Sorocaba,Ddm Sorocaba,2024,2,2024-02-06,17:40:00,Não Informado,Terça-Feira,Casa,Jardim Sao Guilherme I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ce7500,Sorocaba,Ddm Sorocaba,2024,2,2024-02-13,04:00:00,Não Informado,Terça-Feira,Casa,Jardim Sao Guilherme,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ce8012,Sorocaba,Ddm Sorocaba,2024,2,2024-02-15,16:00:00,Não Informado,Quinta-Feira,Casa,Jardim Botucatu,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ci4256,Sorocaba,Ddm Sorocaba,2024,2,2024-02-04,,A Noite,Domingo,Casa,Jardim Novo Horizonte,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cj0579,Sorocaba,Ddm Sorocaba,2024,2,2023-02-04,17:00:00,Não Informado,Sábado,Apartamento,Jardim Carandá,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ck3249,Sorocaba,Ddm Sorocaba,2024,2,2024-02-19,,A Tarde,Segunda-Feira,Casa,Jardim Maria Eugenia,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Ct2567,Sorocaba,Ddm Sorocaba,2024,2,2024-02-23,22:00:00,Não Informado,Sexta-Feira,Casa,Lopes De Oliveira,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bs0258,Sorocaba,Ddm Sorocaba,2024,11,2023-11-01,,Em Hora Incerta,Quarta-Feira,Casa,Jardim Sao Marcos,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Bs0722,Sorocaba,Ddm Sorocaba,2024,2,2024-02-01,,Em Hora Incerta,Quinta-Feira,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Bw9914,Sorocaba,Ddm Sorocaba,2024,11,2023-11-23,,Em Hora Incerta,Quinta-Feira,Berçário/Creche,Central Parque Sorocaba,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Cr8170,Sorocaba,Ddm Sorocaba,2024,2,2024-02-25,,De Madrugada,Domingo,Casas,Jardim Simus,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Cm0129,Sorocaba,Ddm Sorocaba,2024,2,2024-02-20,,De Madrugada,Terça-Feira,Casa,Conjunto Habitacional Julio De Mesquita,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
By1609,Sorocaba,Ddm Sorocaba,2024,2,2024-02-08,20:08:11,Não Informado,Quinta-Feira,Transeunte,Vila Zacarias,Rua André Dos Santos,-23.5240822,-47.4349559,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cp7333,Sorocaba,Ddm Sorocaba,2024,2,2024-02-22,19:00:00,Não Informado,Quinta-Feira,Casa,Jardim Maria Antonia Prado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Furto (Art. 155),Furto - Outros
Br4873,Sorocaba,Ddm Sorocaba,2024,2,2024-02-03,20:50:00,Não Informado,Sábado,Casa,Não Informado,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Br6032,Sorocaba,Ddm Sorocaba,2024,2,2024-02-03,13:30:00,Não Informado,Sábado,Casa,Jardim J S Carvalho,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bu0317,Sorocaba,Ddm Sorocaba,2024,2,2024-02-04,03:40:00,Não Informado,Domingo,Via Pública,Jardim Santa Cecilia,Avenida Itavuvu,-23.4585775,-47.4799874,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cp2558,Sorocaba,Ddm Sorocaba,2024,2,2024-02-11,,A Noite,Domingo,Casa,Vila Formosa,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cp4561,Sorocaba,Ddm Sorocaba,2024,2,2024-02-20,,Em Hora Incerta,Terça-Feira,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Estupro De Vulneravel (Art.217-A),Estupro De Vulnerável
Br9017,Votorantim,Ddm Votorantim,2024,2,2024-02-04,17:00:38,Não Informado,Domingo,Casa,Jardim Sao Lucas,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bu9468,Votorantim,Ddm Votorantim,2024,2,2024-02-05,17:00:00,Não Informado,Segunda-Feira,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bw4389,Votorantim,Ddm Votorantim,2024,2,2024-02-07,20:00:00,Não Informado,Quarta-Feira,Casa,Jardim Clarice I,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Bw6745,Votorantim,Ddm Votorantim,2024,2,2024-02-03,14:30:00,Não Informado,Sábado,Casa,Vila Rodrigues,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cc1174,Sorocaba,Ddm Sorocaba,2024,2,2024-02-12,19:40:00,Não Informado,Segunda-Feira,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
Cn5011,Votorantim,Ddm Votorantim,2024,2,2024-02-22,00:30:00,Não Informado,Quinta-Feira,Casa,Jardim Tatiana,Vedação Da Divulgação Dos Dados Relativos,0.0,0.0,Lesão Corporal (Art. 129),Lesão Corporal Dolosa
